No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
76,1.19E-07,3.55E-09,6.076765776,0.730923138,6.076765776,0.730923138,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:7 9:8 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:17  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,21
78,5.96E-08,1.04E-09,5.499058843,0.974050238,5.499058843,0.974050238,0:1 1:1 2:1 3:1 4:3 5:3 6:3 7:6 8:7 9:8 ,from:0 to:1 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,22
79,5.96E-08,3.07E-09,5.094153464,0.824456345,5.094153464,0.824456345,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:17  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,22
80,5.96E-08,1.18E-09,6.646295547,1.065403359,6.646295547,1.065403359,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:12  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,22
81,5.96E-08,9.82E-10,6.724139929,1.009861266,6.724139929,1.009861266,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:6 9:8 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,22
83,5.96E-08,4.36E-10,5.416721344,0.491124825,5.416721344,0.491124825,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:7 8:8 9:9 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:7 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:5 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,23
85,0,0,5.937041998,1.113547915,5.937041998,1.113547915,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:8 operator:-1  from:1 to:2 operator:-1  from:1 to:8 operator:12  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,24
86,5.96E-08,2.20E-09,5.769834042,1.017380469,5.769834042,1.017380469,0:1 1:1 2:1 3:1 4:1 5:1 6:3 7:4 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:6 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,24
87,1.19E-07,2.24E-09,6.201636076,0.733837623,6.201636076,0.733837623,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:12  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:8 operator:17  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,24
89,2.98E-08,1.29E-09,2.195660293,0.249826972,2.195660293,0.249826972,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:2 8:2 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:5  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:17  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,25
92,5.96E-08,2.03E-09,5.074403763,0.430994401,5.074403763,0.430994401,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:7 9:13 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:17  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:12  from:8 to:9 operator:-1  ,27
93,5.96E-08,6.67E-10,6.392958879,1.106052125,6.392958879,1.106052125,0:1 1:1 2:1 3:1 4:1 5:3 6:4 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,27
95,0,0,6.53429985,1.139493289,6.53429985,1.139493289,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,28
97,1.19E-07,6.00E-10,6.558054686,0.550513444,6.558054686,0.550513444,0:1 1:1 2:1 3:1 4:1 5:3 6:5 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:17  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,29
98,2.98E-08,1.28E-09,6.079183578,0.772980567,6.079183578,0.772980567,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:3 9:7 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:3 to:4 operator:-1  from:3 to:6 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:17  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,29
99,1.19E-07,1.32E-09,7.328788519,1.005339622,7.328788519,1.005339622,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:6 9:8 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,29
100,5.96E-08,1.23E-09,5.762173414,1.02429632,5.762173414,1.02429632,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:8 9:10 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,29
101,1.19E-07,3.05E-09,6.095852137,0.957133557,6.095852137,0.957133557,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:8 operator:9  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,29
102,5.96E-08,1.83E-09,5.555402517,0.795171641,5.555402517,0.795171641,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:5 9:7 ,from:0 to:1 operator:17  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:12  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,29
104,0,0,5.819051504,1.145259396,5.819051504,1.145259396,0:1 1:1 2:2 3:2 4:2 5:2 6:2 7:2 8:2 9:4 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,30
105,1.19E-07,3.69E-09,5.313632727,0.629466986,5.313632727,0.629466986,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:3 9:5 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:5 to:9 operator:17  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,30
111,1.79E-07,5.30E-09,6.109159231,1.016808076,6.109159231,1.016808076,0:1 1:1 2:1 3:1 4:1 5:3 6:4 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:5 operator:10  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,35
112,8.94E-08,1.40E-09,5.476921797,0.948936152,5.476921797,0.948936152,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:6 9:9 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:3 to:9 operator:17  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,35
114,5.96E-08,2.53E-09,5.565677881,0.901124831,5.565677881,0.901124831,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:4 9:5 ,from:0 to:1 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:17  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,36
115,5.96E-08,2.60E-09,6.269363165,0.978066953,6.269363165,0.978066953,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:3 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,36
116,5.96E-08,2.19E-09,5.6901474,0.996441932,5.6901474,0.996441932,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:3 to:6 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,36
119,0,0,6.607566833,1.129181857,6.607566833,1.129181857,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:3 8:3 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:12  from:1 to:4 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,38
120,5.96E-08,6.62E-10,5.300748348,1.001080051,5.300748348,1.001080051,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:2 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:7 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:12  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:6 to:8 operator:17  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,38
121,0,0,5.926028252,1.128801275,5.926028252,1.128801275,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:12  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,38
122,0,0,5.910370588,1.130464979,5.910370588,1.130464979,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:2 8:2 9:3 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,38
123,0,0,6.241673946,1.107071588,6.241673946,1.107071588,0:1 1:1 2:1 3:1 4:2 5:3 6:4 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:-1  from:1 to:2 operator:12  from:1 to:4 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,38
125,5.96E-08,1.21E-09,5.945903778,1.014690506,5.945903778,1.014690506,0:1 1:1 2:1 3:1 4:1 5:3 6:5 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:4 to:6 operator:17  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,39
126,0,0,6.199329138,1.033974284,6.199329138,1.033974284,0:1 1:1 2:1 3:2 4:3 5:4 6:5 7:5 8:5 9:8 ,from:0 to:1 operator:-1  from:0 to:5 operator:-1  from:1 to:2 operator:12  from:1 to:3 operator:8  from:1 to:4 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,39
127,0,0,6.394103765,1.044222825,6.394103765,1.044222825,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:5 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:8  from:6 to:7 operator:-1  from:6 to:9 operator:12  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,39
129,5.96E-08,9.46E-10,6.175349951,1.071000419,6.175349951,1.071000419,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:6 8:7 9:9 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:5 operator:-1  from:1 to:9 operator:12  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,40
131,0,0,5.734567881,0.855395113,5.734567881,0.855395113,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:4 9:7 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:8  from:3 to:4 operator:-1  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,41
132,5.96E-08,3.32E-09,5.758504868,0.914426082,5.758504868,0.914426082,0:1 1:1 2:1 3:1 4:1 5:1 6:2 7:3 8:3 9:5 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:3 to:6 operator:12  from:3 to:9 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,41
133,5.96E-08,1.37E-09,5.523099661,0.890912169,5.523099661,0.890912169,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:17  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,41
134,0,0,5.797808886,1.065096148,5.797808886,1.065096148,0:1 1:1 2:1 3:1 4:2 5:3 6:4 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:1 to:2 operator:12  from:1 to:4 operator:-1  from:1 to:5 operator:11  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,41
136,5.96E-08,1.04E-09,6.499805212,1.059736644,6.499805212,1.059736644,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:6 8:7 9:8 ,from:0 to:1 operator:12  from:0 to:3 operator:12  from:0 to:4 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,42
137,1.19E-07,1.30E-09,5.72170496,0.989145391,5.72170496,0.989145391,0:1 1:1 2:1 3:1 4:1 5:2 6:4 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:4 to:6 operator:17  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,42
138,0,0,6.687093496,1.24352616,6.687093496,1.24352616,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:7 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,42
139,5.96E-08,6.48E-10,6.372460127,1.042529004,6.372460127,1.042529004,0:1 1:1 2:1 3:1 4:1 5:2 6:4 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,42
140,0,0,3.800798461,0.665557244,3.800798461,0.665557244,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:3 9:5 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:-1  from:5 to:6 operator:-1  from:5 to:8 operator:8  from:6 to:7 operator:-1  from:6 to:9 operator:12  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,42
143,1.19E-07,1.85E-09,7.028111458,0.971822179,7.028111458,0.971822179,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:5 8:6 9:13 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,44
144,1.19E-07,2.01E-09,5.903066993,0.983628991,5.903066993,0.983628991,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:7 8:8 9:10 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,44
146,1.19E-07,2.94E-09,6.045999527,0.54632844,6.045999527,0.54632844,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:3 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:7 operator:-1  from:2 to:8 operator:16  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,45
147,1.79E-07,4.44E-09,5.903986216,1.035677909,5.903986216,1.03567791,0:1 1:1 2:1 3:1 4:1 5:3 6:4 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:5 operator:10  from:1 to:7 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,45
148,5.96E-08,1.15E-09,5.981821537,1.064029326,5.981821537,1.064029326,0:1 1:1 2:1 3:1 4:1 5:3 6:5 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:13  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,45
149,1.19E-07,1.97E-09,6.907202005,0.969402544,6.907202005,0.969402544,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:6 8:7 9:15 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,45
